1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2.00733268,2.028908954,1.982214034,1.95129878,1.906536073,1.886892009,2.000892001,2.147417464,2.176078496,2.125841184,2.035349633,1.909756412,1.894298787,2.05628184,2.15740052,2.027942852,1.877875062,1.978027593,2.222129372,2.289112474,2.083654728,1.865637776,1.919417427,2.094925918,2.102976768,1.978993695,1.948400475,2.035349633,2.114892027,2.136790341,2.151281873,2.165451372,2.129705592,2.031485225,1.950332679,1.968044543
